reporterCd,reporterLabel,partnerCd,partnerLabel,productCd,productLabel,2002,2002_unit,2003,2003_unit,2004,2004_unit,2005,2005_unit,2006,2006_unit,2007,2007_unit,2008,2008_unit,2009,2009_unit,2010,2010_unit,2011,2011_unit,2012,2012_unit,2013,2013_unit,2014,2014_unit,2015,2015_unit,2016,2016_unit,2017,2017_unit,2018,2018_unit,2019,2019_unit,2020,2020_unit,2021,2021_unit,2022,2022_unit,2023,2023_unit,2024,2024_unit
566,Nigeria,000,World,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",86706.000,Tons,793808.000,Tons,,,,,3810095.000,Tons,0,No quantity,0,No quantity,165649.000,Tons,786815.000,Tons,168959.000,Tons,174225.000,Tons,239102.000,Cubic meters,1415801.000,Cubic meters,0.000,Mixed,0,No quantity,0,No quantity,15986225.000,Tons,100306.000,Tons,89595.000,Tons,75633.000,Tons,171220.000,Tons,525656.000,Tons,172904.000,Tons
566,Nigeria,251,France,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",5389.000,Tons,43215.000,Tons,,,,,715654.000,Tons,0,,0,,6905.000,Tons,3318.000,Tons,7361.000,Tons,6438.000,Tons,14747.000,Cubic meters,87453.000,Cubic meters,0.000,Mixed,0,,0,,938608.000,Tons,6515.000,Tons,2720.000,Tons,4179.000,Tons,7650.000,Tons,39277.000,Tons,20213.000,Tons
566,Nigeria,724,Spain,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",5513.000,Tons,50180.000,Tons,,,,,7865.000,Tons,0,,0,,4771.000,Tons,3891.000,Tons,6169.000,Tons,10142.000,Tons,20780.000,Cubic meters,143038.000,Cubic meters,0.000,Mixed,0,,0,,1433526.000,Tons,10897.000,Tons,9447.000,Tons,9484.000,Tons,21968.000,Tons,42046.000,Tons,18698.000,Tons
566,Nigeria,528,Netherlands,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",1151.000,Tons,18832.000,Tons,,,,,179093.000,Tons,0,,0,,3267.000,Tons,5089.000,Tons,3509.000,Tons,12358.000,Tons,24798.000,Cubic meters,149702.000,Cubic meters,0.000,Mixed,0,,0,,2677994.000,Tons,11000.000,Tons,9642.000,Tons,5440.000,Tons,24006.000,Tons,75445.000,Tons,16418.000,Tons
566,Nigeria,842,United States of America,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",29849.000,Tons,307907.000,Tons,,,,,1417409.000,Tons,0,,0,,34011.000,Tons,37344.000,Tons,30406.000,Tons,27035.000,Tons,27301.000,Cubic meters,22349.000,Cubic meters,0.000,Mixed,0,,0,,1537458.000,Tons,6651.000,Tons,2880.000,Tons,3335.000,Tons,13305.000,Tons,43228.000,Tons,14442.000,Tons
566,Nigeria,699,India,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",11401.000,Tons,79469.000,Tons,,,,,11141.000,Tons,0,,0,,12372.000,Tons,11326.000,Tons,13237.000,Tons,35449.000,Tons,29281.000,Cubic meters,247578.000,Cubic meters,0.000,Mixed,0,,0,,3319124.000,Tons,18593.000,Tons,14979.000,Tons,15265.000,Tons,28208.000,Tons,46582.000,Tons,13227.000,Tons
566,Nigeria,360,Indonesia,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",5255.000,Tons,26546.000,Tons,,,,,0,,0,,0,,1485.000,Tons,1449.000,Tons,1443.000,Tons,2930.000,Tons,6741.000,Cubic meters,100108.000,Cubic meters,0.000,Mixed,0,,0,,605624.000,Tons,3498.000,Tons,2502.000,Tons,3693.000,Tons,16633.000,Tons,43004.000,Tons,12086.000,Tons
566,Nigeria,124,Canada,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",1177.000,Tons,25060.000,Tons,,,,,153220.000,Tons,0,,0,,4125.000,Tons,4009.000,Tons,2285.000,Tons,2633.000,Tons,4371.000,Cubic meters,280.000,Cubic meters,0.000,Mixed,0,,0,,303974.000,Tons,3289.000,Tons,2446.000,Tons,4334.000,Tons,6304.000,Tons,37248.000,Tons,12062.000,Tons
566,Nigeria,381,Italy,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",3703.000,Tons,22846.000,Tons,,,,,2359.000,Tons,0,,0,,5959.000,Tons,6459.000,Tons,11773.000,Tons,8763.000,Tons,16813.000,Cubic meters,56120.000,Cubic meters,0.000,Mixed,0,,0,,416153.000,Tons,5062.000,Tons,3855.000,Tons,3556.000,Tons,7725.000,Tons,22523.000,Tons,10700.000,Tons
566,Nigeria,710,South Africa,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",2129.000,Tons,20166.000,Tons,,,,,779091.000,Tons,0,,0,,3917.000,Tons,2584.000,Tons,4351.000,Tons,4943.000,Tons,8063.000,Cubic meters,83578.000,Cubic meters,0.000,Mixed,0,,0,,970439.000,Tons,7624.000,Tons,9326.000,Tons,3338.000,Tons,3456.000,Tons,22152.000,Tons,9767.000,Tons
566,Nigeria,384,Côte d'Ivoire,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",1555.000,Tons,12536.000,Tons,,,,,4478.000,Tons,0,,0,,3732.000,Tons,1821.000,Tons,2019.000,Tons,2489.000,Tons,7332.000,Cubic meters,58974.000,Cubic meters,0.000,Mixed,0,,0,,262610.000,Tons,2787.000,Tons,2817.000,Tons,2751.000,Tons,6093.000,Tons,25651.000,Tons,8214.000,Tons
566,Nigeria,604,Peru,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",137.000,Tons,3856.000,Tons,,,,,1230.000,Tons,0,,0,,554.000,Tons,754.000,Tons,533.000,Tons,1041.000,Tons,267.000,Cubic meters,527.000,Cubic meters,0,,0,,0,,254.000,Tons,387.000,Tons,390.000,Tons,513.000,Tons,1383.000,Tons,5019.000,Tons,3838.000,Tons
566,Nigeria,276,Germany,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",1921.000,Tons,17126.000,Tons,,,,,0,,0,,0,,1165.000,Tons,729.000,Tons,886.000,Tons,1731.000,Tons,5570.000,Cubic meters,23299.000,Cubic meters,0.000,Mixed,0,,0,,269604.000,Tons,2132.000,Tons,995.000,Tons,1358.000,Tons,1751.000,Tons,7559.000,Tons,3837.000,Tons
566,Nigeria,826,United Kingdom,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,956.000,Tons,,,,,0,,0,,0,,2223.000,Tons,1525.000,Tons,4018.000,Tons,6737.000,Tons,13472.000,Cubic meters,64120.000,Cubic meters,0.000,Mixed,0,,0,,813630.000,Tons,2602.000,Tons,2500.000,Tons,2136.000,Tons,3784.000,Tons,24824.000,Tons,3708.000,Tons
566,Nigeria,686,Senegal,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",633.000,Tons,8687.000,Tons,,,,,0,,0,,0,,791.000,Tons,288.000,Tons,651.000,Tons,1807.000,Tons,1554.000,Cubic meters,20837.000,Cubic meters,0.000,Mixed,0,,0,,391936.000,Tons,912.000,Tons,1049.000,Tons,1172.000,Tons,1743.000,Tons,8311.000,Tons,3539.000,Tons
566,Nigeria,292,Gibraltar,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,261.000,Tons,462.000,Tons,1185.000,Tons,1067.000,Tons,1582.000,Tons,5348.000,Tons,3261.000,Tons
566,Nigeria,858,Uruguay,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,948.000,Tons,,,,,0,,0,,0,,0,,112.000,Tons,0,,528.000,Tons,1226.000,Cubic meters,19685.000,Cubic meters,0.000,Mixed,0,,0,,128235.000,Tons,521.000,Tons,412.000,Tons,679.000,Tons,1215.000,Tons,3865.000,Tons,2502.000,Tons
566,Nigeria,620,Portugal,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",2586.000,Tons,20504.000,Tons,,,,,128554.000,Tons,0,,0,,2167.000,Tons,2112.000,Tons,3171.000,Tons,2617.000,Tons,2491.000,Cubic meters,890.000,Cubic meters,0,,0,,0,,0,,511.000,Tons,2138.000,Tons,2007.000,Tons,2901.000,Tons,9755.000,Tons,2471.000,Tons
566,Nigeria,156,China,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",390.000,Tons,3447.000,Tons,,,,,0,,0,,0,,1672.000,Tons,2080.000,Tons,1024.000,Tons,13692.000,Tons,2752.000,Cubic meters,20353.000,Cubic meters,0.000,Mixed,0,,0,,268.000,Tons,2381.000,Tons,4075.000,Tons,1317.000,Tons,267.000,Tons,4958.000,Tons,2361.000,Tons
566,Nigeria,764,Thailand,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",583.000,Tons,0,,,,,,0,,0,,0,,0,,0,,0,,130.000,Tons,1208.000,Cubic meters,18898.000,Cubic meters,0,,0,,0,,134578.000,Tons,1145.000,Tons,1731.000,Tons,388.000,Tons,2722.000,Tons,3951.000,Tons,2039.000,Tons
566,Nigeria,792,Türkiye,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,274.000,Tons,0,,130.000,Tons,408.000,Tons,1555.000,Cubic meters,20316.000,Cubic meters,365.000,Cubic meters,0,,0,,42.000,Tons,1895.000,Tons,2518.000,Tons,931.000,Tons,3622.000,Tons,9846.000,Tons,1767.000,Tons
566,Nigeria,616,Poland,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,333.000,Tons,1176.000,Tons,1023.000,Tons,1416.000,Tons,1559.000,Tons,7302.000,Tons,1361.000,Tons
566,Nigeria,300,Greece,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,218.000,Tons,130.000,Tons,2270.000,Tons,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2561.000,Tons,1059.000,Tons
566,Nigeria,170,Colombia,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1954.000,Tons,998.000,Tons
566,Nigeria,376,Israel,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,143.000,Tons,301.000,Tons,5166.000,Tons,950.000,Tons
566,Nigeria,752,Sweden,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,55.000,Tons,79.000,Tons,0,,1979.000,Tons,3895.000,Cubic meters,40817.000,Cubic meters,0.000,Mixed,0,,0,,774294.000,Tons,2084.000,Tons,820.000,Tons,387.000,Tons,5527.000,Tons,7917.000,Tons,889.000,Tons
566,Nigeria,768,Togo,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,0,,58.000,Tons,0,,0,,133.000,Cubic meters,0,,0,,1742.000,Tons,1097.000,Tons,2383.000,Tons,1047.000,Tons,1327.000,Tons,0,,676.000,Tons
566,Nigeria,704,Viet Nam,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,130.000,Tons,453.000,Tons,136.000,Tons,0,,1902.000,Tons,277.000,Tons
566,Nigeria,702,Singapore,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",120.000,Tons,0,,,,,,0,,0,,0,,0,,0,,1108.000,Tons,481.000,Tons,439.000,Cubic meters,19884.000,Cubic meters,0.000,Mixed,0,,0,,167.000,Tons,573.000,Tons,2410.000,Tons,1862.000,Tons,158.000,Tons,4172.000,Tons,275.000,Tons
566,Nigeria,458,Malaysia,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,1398.000,Tons,260.000,Tons,0,,0,,0,,0.000,Mixed,0,,0,,133637.000,Tons,585.000,Tons,877.000,Tons,299.000,Tons,1137.000,Tons,3529.000,Tons,264.000,Tons
566,Nigeria,076,Brazil,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",5273.000,Tons,56015.000,Tons,,,,,353028.000,Tons,0,,0,,9509.000,Tons,7600.000,Tons,26596.000,Tons,10452.000,Tons,26209.000,Cubic meters,94236.000,Cubic meters,0.000,Mixed,0,,0,,3170.000,Tons,1682.000,Tons,37.000,Tons,1060.000,Tons,2442.000,Tons,3081.000,Tons,256.000,Tons
566,Nigeria,036,Australia,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,898.000,Tons,,,,,0,,0,,0,,258.000,Tons,731.000,Tons,14893.000,Tons,3363.000,Tons,5778.000,Cubic meters,21251.000,Cubic meters,0,,0,,0,,474.000,Tons,877.000,Tons,785.000,Tons,133.000,Tons,130.000,Tons,900.000,Tons,251.000,Tons
566,Nigeria,579,Norway,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,1109.000,Tons,244.000,Tons,1130.000,Cubic meters,12128.000,Cubic meters,137.000,Cubic meters,0,,0,,0,,533.000,Tons,542.000,Tons,0,,0,,1944.000,Tons,226.000,Tons
566,Nigeria,191,Croatia,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,0,,68.000,Tons,490.000,Cubic meters,11426.000,Cubic meters,0,,0,,0,,0,,72.000,Tons,0,,0,,0,,283.000,Tons,209.000,Tons
566,Nigeria,899,Area Nes,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,355.000,Tons,320.000,Tons,34.000,Cubic meters,0,,137.000,Cubic meters,0,,0,,44127.000,Tons,0,,0,,342.000,Tons,777.000,Tons,1897.000,Tons,64.000,Tons
566,Nigeria,004,Afghanistan,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,224.000,Tons,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,008,Albania,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,3233.000,Tons,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,012,Algeria,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,49325.000,Tons,893.000,Tons,6505.000,Tons,1645.000,Tons,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,020,Andorra,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,712.000,Tons,241.000,Tons,0,,85.000,Tons,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,024,Angola,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,1180.000,Tons,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,028,Antigua and Barbuda,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,2.000,Tons,684082.000,Tons,1716.000,Tons,421.000,Tons,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,032,Argentina,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",180.000,Tons,1265.000,Tons,,,,,0,,0,,0,,0,,0,,0,,950.000,Tons,0,,131.000,Cubic meters,0,,0,,0,,182284.000,Tons,0,,0,,0,,0,,0,,0,
566,Nigeria,044,Bahamas,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,41.000,Tons,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,052,Barbados,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,699.000,Tons,75.000,Tons,6357.000,Tons,1775.000,Tons,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,056,Belgium,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,1.000,Tons,335.000,Tons,130.000,Tons,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,060,Bermuda,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,488.000,Tons,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,068,"Bolivia, Plurinational State of",2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,249.000,Tons,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,072,Botswana,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,26.000,Tons,0,,0,,602.000,Tons,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,084,Belize,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,500.000,Tons,0,,6686.000,Tons,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,096,Brunei Darussalam,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,399.000,Tons,264.000,Tons,0,,0,,0,
566,Nigeria,100,Bulgaria,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,30.000,Cubic meters,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,104,Myanmar,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,132.000,Tons,0,,0,,0,,0,
566,Nigeria,120,Cameroon,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",601.000,Tons,10122.000,Tons,,,,,1775.000,Tons,0,,0,,1212.000,Tons,746.000,Tons,614.000,Tons,1145.000,Tons,3507.000,Cubic meters,27658.000,Cubic meters,0.000,Mixed,0,,0,,362011.000,Tons,832.000,Tons,0,,0,,0,,0,,0,
566,Nigeria,152,Chile,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",792.000,Tons,2946.000,Tons,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,130.000,Tons,0,,0,,0,
566,Nigeria,204,Benin,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,70.000,Tons,116.000,Tons,135.000,Tons,0,,0,,130.000,Cubic meters,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,208,Denmark,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,0,,266.000,Tons,2721.000,Cubic meters,20522.000,Cubic meters,0.000,Mixed,0,,0,,0,,403.000,Tons,468.000,Tons,384.000,Tons,0,,0,,0,
566,Nigeria,212,Dominica,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,136.000,Tons,0,,0,,0,,0,,0,
566,Nigeria,214,Dominican Republic,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,278489.000,Tons,140.000,Tons,0,,0,,68.000,Tons,0,,0,
566,Nigeria,226,Equatorial Guinea,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,8090.000,Tons,4196.000,Tons,1833.000,Tons,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,246,Finland,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,1374.000,Tons,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,260,French Southern and Antarctic Territories,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,5.000,Tons,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,288,Ghana,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",1930.000,Tons,15594.000,Tons,,,,,3102.000,Tons,0,,0,,692.000,Tons,760.000,Tons,1250.000,Tons,950.000,Tons,2785.000,Cubic meters,10690.000,Cubic meters,0.000,Mixed,0,,0,,64.000,Tons,595.000,Tons,671.000,Tons,272.000,Tons,0,,0,,0,
566,Nigeria,372,Ireland,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,302.000,Tons,1979.000,Tons,1119.000,Cubic meters,18415.000,Cubic meters,140.000,Cubic meters,0,,0,,137.000,Tons,0,,61.000,Tons,0,,0,,0,,0,
566,Nigeria,392,Japan,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",3013.000,Tons,31031.000,Tons,,,,,46367.000,Tons,0,,0,,1032.000,Tons,230.000,Tons,226.000,Tons,1295.000,Tons,141.000,Cubic meters,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,410,"Korea, Republic of",2709,"Petroleum oils and oils obtained from bituminous minerals, crude",260.000,Tons,3155.000,Tons,,,,,4355.000,Tons,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,267.000,Tons,266.000,Tons,280.000,Tons,270.000,Tons,423.000,Tons,999.000,Tons,0,
566,Nigeria,440,Lithuania,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,301.000,Cubic meters,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,454,Malawi,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,136.000,Cubic meters,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,470,Malta,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,124.000,Cubic meters,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,484,Mexico,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",130.000,Tons,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,490,Chinese Taipei,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",905.000,Tons,8641.000,Tons,,,,,0,,0,,0,,130.000,Tons,0,,3725.000,Tons,270.000,Tons,130.000,Cubic meters,126.000,Cubic meters,0,,0,,0,,137.000,Tons,0,,392.000,Tons,407.000,Tons,138.000,Tons,0,,0,
566,Nigeria,540,New Caledonia,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",130.000,Tons,909.000,Tons,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,568,Europe Othr. Nes,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,0,,261.000,Tons,0,,130.000,Cubic meters,0,,0,,0,,216.000,Tons,0,,0,,0,,0,,0,,0,
566,Nigeria,570,Niue,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,133.000,Tons,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,577,Africa not elsewhere specified,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,149.000,Cubic meters,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,591,Panama,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,500.000,Tons,0,,0,,1473.000,Tons,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,608,Philippines,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,93.000,Tons,119.000,Tons,133.000,Tons,0,,0,,0,,0,
566,Nigeria,642,Romania,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,130.000,Tons,0,,0,,0,,0,,0,,0,
566,Nigeria,682,Saudi Arabia,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,914.000,Tons,949.000,Tons,0,
566,Nigeria,757,Switzerland,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,951.000,Tons,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,772,Tokelau,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,267.000,Cubic meters,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,780,Trinidad and Tobago,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,38.000,Tons,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
566,Nigeria,784,United Arab Emirates,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,140.000,Tons,0,,0,,0,,0,,0,,0,,0,,141.000,Tons,0,,137.000,Tons,0,,0,,0,
566,Nigeria,788,Tunisia,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.000,Mixed,0,,0,,0,,0,,0,,0,,0,,508.000,Tons,0,
566,Nigeria,946,Asia not elsewhere specified,2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,133.000,Tons,0,,125.000,Tons,0,,0,,0,,0,
